City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
295,bikenibeu village,1.3673,173.1241,84.16,74,75,4.61,KI,1691446490
296,strensall,54.04,-1.0351,57.56,89,23,8.88,GB,1691446490
297,varde,55.6211,8.4807,57.97,68,75,28.77,DK,1691446491
298,santa maria da boa vista,-8.8078,-39.8256,82.38,42,3,16.49,BR,1691446491
299,urangan,-25.3,152.9,62.56,81,68,13.02,AU,1691446491
300,mo i rana,66.3128,14.1428,61.32,94,75,3.44,NO,1691446491
301,severo-yeniseyskiy,60.3725,93.0408,51.19,87,100,3.29,RU,1691446491
302,kamensk-ural'skiy,56.4185,61.9329,60.89,75,91,5.93,RU,1691446252
303,dadukou,26.5479,101.7054,70.95,97,90,2.84,CN,1691446491
304,pinarbasi,38.7229,36.3931,71.53,52,0,3.71,TR,1691446491
305,island harbour,50.724,-1.2758,59.99,89,44,8.57,GB,1691446399
306,cooper's town,26.8667,-77.5167,85.93,65,76,5.66,BS,1691446491
307,altar,30.7,-111.8167,101.79,29,9,9.26,MX,1691446491
308,tufanganj,26.3167,89.6667,78.19,95,100,2.73,IN,1691446491
309,poso,-1.3959,120.7524,79.34,68,53,4.43,ID,1691446491
310,honiara,-9.4333,159.95,79.07,86,91,2.55,SB,1691446491
311,saint-pierre,-21.3393,55.4781,67.68,77,40,8.05,RE,1691446491
312,pimentel,-6.8367,-79.9342,75.49,69,75,9.22,PE,1691446491
313,totana,37.7688,-1.5023,76.26,80,30,5.46,ES,1691446208
314,cestos city,5.46,-9.5828,77.99,85,100,9.33,LR,1691446492
315,progreso,21.2833,-89.6667,96.12,71,4,16.46,MX,1691446492
316,carutapera,-1.195,-46.02,77.81,88,62,6.91,BR,1691446492
317,atar,20.5169,-13.0499,92.01,19,1,5.86,MR,1691446492
318,sabang,5.8933,95.3214,81.03,79,100,20.98,ID,1691446492
319,port augusta,-32.5,137.7667,43.0,72,0,2.08,AU,1691446492
320,san jose de jachal,-30.2406,-68.7469,58.33,28,6,2.42,AR,1691446492
321,igrim,63.1906,64.4162,62.96,81,0,7.99,RU,1691446492
322,flin flon,54.7682,-101.865,58.84,82,75,9.22,CA,1691446492
323,ambovombe,-25.1667,46.0833,65.89,80,28,5.53,MG,1691446492
324,khonsa,27.0167,95.5667,70.12,98,100,3.78,IN,1691446492
325,bandar lampung,-5.4254,105.258,72.55,96,74,2.01,ID,1691446492
326,haradok,55.4624,29.9816,61.23,95,100,19.42,BY,1691446492
327,buston,40.2342,69.6948,77.18,57,40,8.95,TJ,1691446492
328,ponta delgada,37.7333,-25.6667,72.32,78,20,4.61,PT,1691446492
329,galveston,29.3669,-94.9669,101.14,63,0,17.27,US,1691446493
330,marolambo,-20.05,48.1167,58.87,98,48,1.99,MG,1691446493
331,erenhot,43.6475,111.9767,75.18,45,9,8.23,CN,1691446493
332,patan,27.6667,85.3333,71.98,94,100,0.0,NP,1691446493
333,thinadhoo,0.5333,72.9333,81.93,74,97,5.75,MV,1691446420
334,aweil,8.7682,27.4002,71.58,95,69,2.3,SS,1691446493
335,rocha,-34.4833,-54.3333,43.97,76,4,8.14,UY,1691446493
336,cidade velha,14.9167,-23.6167,79.27,73,75,12.66,CV,1691446493
337,kamina,-8.7386,24.9906,66.33,42,0,3.47,CD,1691446493
338,jamestown,42.097,-79.2353,70.02,97,100,9.22,US,1691445767
339,balabac,7.9868,117.0645,81.84,79,3,9.4,PH,1691446493
340,bikaner,28.0167,73.3,83.03,68,22,24.4,IN,1691446493
341,fale old settlement,-9.3852,-171.2468,82.51,70,7,14.67,TK,1691446493
342,campos do jordao,-22.7394,-45.5914,59.14,46,2,2.8,BR,1691446493
343,rio grande,-32.035,-52.0986,53.71,69,18,13.62,BR,1691446493
344,tsetserleg,47.475,101.4542,51.15,79,65,2.53,MN,1691446493
345,mossel bay,-34.1831,22.146,56.37,74,0,9.06,ZA,1691446494
346,chanar ladeado,-33.3252,-62.0383,50.16,51,2,7.92,AR,1691446494
347,forster,-32.1667,152.5167,47.37,99,7,5.93,AU,1691446494
348,cidreira,-30.1811,-50.2056,60.67,78,100,10.58,BR,1691446476
349,dhidhdhoo,6.8833,73.1,81.5,78,93,14.56,MV,1691446494
350,nova sintra,14.8667,-24.7167,72.79,77,96,14.65,CV,1691446494
351,meadow lakes,61.6247,-149.6011,71.04,55,20,0.0,US,1691446494
352,talnakh,69.4865,88.3972,58.21,61,98,1.59,RU,1691446400
353,kulhudhuffushi,6.6221,73.07,81.43,79,99,14.14,MV,1691446494
354,watsa,3.0372,29.5355,64.72,98,100,3.0,CD,1691446494
355,tapa,59.2606,25.9586,67.64,88,1,6.96,EE,1691446494
356,vadso,70.0744,29.7487,63.48,72,75,5.75,NO,1691446494
357,cova figueira,14.8905,-24.2934,73.62,78,49,11.7,CV,1691446494
358,baraki barak,33.9675,68.9486,69.12,31,0,2.98,AF,1691446494
359,gebeit,21.0667,36.3167,85.75,22,3,0.18,SD,1691446494
360,betioky,-23.7167,44.3833,62.98,81,72,3.31,MG,1691446494
361,aleksandrovsk-sakhalinskiy,50.8975,142.1561,67.48,59,46,7.2,RU,1691446494
362,bodo,67.28,14.405,60.84,95,75,16.11,NO,1691446494
363,solnechnyy,50.7214,136.6319,66.83,53,97,1.86,RU,1691446494
364,leh,34.1667,77.5833,59.86,53,12,6.06,IN,1691446495
365,mosfellsbaer,64.1667,-21.7,54.91,88,75,5.75,IS,1691446495
366,bubaque,11.2833,-15.8333,81.25,82,100,10.76,GW,1691446495
367,peace river,56.2501,-117.286,73.71,68,75,5.75,CA,1691446495
368,ceelbuur,4.685,46.6176,75.94,70,93,22.35,SO,1691446495
369,cantley,53.5,-1.05,57.76,81,33,7.63,GB,1691446495
370,merizo village,13.2658,144.6691,83.98,93,88,4.21,GU,1691446495
371,eldorado at santa fe,35.5264,-105.9347,83.88,28,0,18.41,US,1691446495
372,kununurra,-15.7667,128.7333,69.78,32,10,10.36,AU,1691446454
373,mashhad,36.297,59.6062,78.94,44,0,4.61,IR,1691446495
374,djambala,-2.5447,14.7533,78.21,43,100,2.71,CG,1691446495
375,redencao,-4.2258,-38.7306,75.38,87,31,5.44,BR,1691446495
376,katsuren-haebaru,26.3369,127.8719,80.62,95,100,17.27,JP,1691446495
377,chiredzi,-21.05,31.6667,62.26,41,6,4.23,ZW,1691446431
378,kampong dungun,3.2167,101.3167,79.99,89,5,4.12,MY,1691446495
379,canavieiras,-15.675,-38.9472,71.65,87,75,4.56,BR,1691446495
380,kenai,60.5544,-151.2583,66.29,88,100,3.44,US,1691446495
381,tamanrasset,22.785,5.5228,85.91,21,20,3.44,DZ,1691446496
382,senta,45.9275,20.0772,56.12,79,77,7.7,RS,1691446496
383,zambezi,-13.5432,23.1047,66.52,36,61,4.61,ZM,1691446496
384,neryungri,56.6709,124.6491,63.61,70,100,2.46,RU,1691446496
385,dryden,49.7833,-92.7503,71.89,56,100,6.91,CA,1691446385
386,dalandzadgad,43.5708,104.425,72.99,40,13,8.41,MN,1691446496
387,oranjemund,-28.55,16.4333,54.73,92,1,9.6,NA,1691446496
388,kingscliff,-28.2667,153.5667,61.95,72,100,12.66,AU,1691446496
389,deqen,29.9618,90.7188,52.88,90,100,1.86,CN,1691446496
390,prince albert,53.2001,-105.7677,73.35,53,40,4.61,CA,1691446496
391,gladstone,-23.85,151.25,64.78,67,2,6.91,AU,1691446496
392,sos'va,59.1766,61.8558,59.14,99,100,4.34,RU,1691446496
393,touros,-5.1989,-35.4608,77.07,79,9,14.81,BR,1691446496
394,coyhaique,-45.5752,-72.0662,39.15,75,0,3.44,CL,1691446496
395,vizinga,61.0749,50.1031,53.87,93,1,5.08,RU,1691446496
396,sao vicente,-23.9631,-46.3919,89.78,54,1,1.99,BR,1691446496
397,magadan,59.5667,150.8,54.54,49,58,6.87,RU,1691446496
398,novocheboksarsk,56.111,47.4776,66.76,72,20,4.47,RU,1691446496
399,isheyevka,54.4167,48.2667,65.71,67,0,5.57,RU,1691446497
400,tura,25.5198,90.2201,74.34,99,100,1.54,IN,1691446218
401,sao joao da barra,-21.6403,-41.0511,73.49,86,0,18.79,BR,1691446290
402,asaita,11.5636,41.4394,91.17,41,38,3.8,ET,1691446497
403,lyambir',54.2817,45.1249,65.08,64,0,3.78,RU,1691446497
404,tralee,52.2704,-9.7026,56.03,94,100,4.72,IE,1691446491
405,selkirk,50.1436,-96.8845,81.1,45,81,7.14,CA,1691446497
406,boma,7.0805,-2.1697,72.27,97,67,2.75,GH,1691446497
407,ciudad general teran,25.2667,-99.6833,109.31,13,0,12.01,MX,1691446497
408,shenjiamen,29.9576,122.298,79.56,92,2,9.66,CN,1691446497
409,bistrica ob sotli,46.0589,15.6642,59.94,86,95,1.14,SI,1691446497
410,buka,40.8108,69.1986,75.31,33,48,7.58,UZ,1691446497
411,tuyum,9.9769,122.5582,80.51,84,5,9.75,PH,1691446497
412,aitape,-3.1374,142.3475,77.83,89,69,5.53,PG,1691446497
413,gubkinskiy,64.434,76.5026,62.17,64,81,7.52,RU,1691446497
414,julio de castilhos,-29.2269,-53.6817,50.43,94,100,15.01,BR,1691446497
415,pahrump,36.2083,-115.9839,102.25,6,0,11.01,US,1691446497
416,terra nova,-12.3667,-40.6667,69.75,80,90,5.46,BR,1691446462
417,iskateley,67.6803,53.1512,43.43,96,12,7.27,RU,1691446497
418,alaghsas,17.0187,8.0168,91.76,36,26,5.01,NE,1691446498
419,porto novo,6.4965,2.6036,78.62,86,39,7.85,BJ,1691446498
420,cabo san lucas,22.8909,-109.9124,99.61,65,20,11.5,MX,1691446424
421,dom pedrito,-30.9828,-54.6731,51.94,75,0,12.21,BR,1691446498
422,mosjoen,65.836,13.1908,60.91,94,75,0.0,NO,1691446498
423,piriapolis,-34.8682,-55.2744,46.9,74,40,10.36,UY,1691446498
424,prince rupert,54.3161,-130.3201,62.69,93,100,21.85,CA,1691446498
425,guerrero negro,27.9769,-114.0611,90.68,47,0,12.5,MX,1691446494
426,santa cruz,-17.8,-63.1667,86.05,39,40,6.91,BO,1691446498
427,peterhead,57.5058,-1.7981,54.0,80,92,7.4,GB,1691446498
428,kristiansund,63.1115,7.732,53.65,93,75,9.22,NO,1691446498
429,salt spring island,48.8173,-123.51,76.78,63,20,8.05,CA,1691446498
430,taro,-8.3862,115.28,66.2,84,74,0.67,ID,1691446498
431,misratah,32.3754,15.0925,78.93,68,0,12.26,LY,1691446498
432,yeppoon,-23.1333,150.7333,60.58,81,9,11.03,AU,1691446425
433,dzhetygara,52.1908,61.2006,64.78,89,78,6.4,KZ,1691446498
434,santa cruz do capibaribe,-7.9575,-36.2047,68.79,90,30,9.57,BR,1691446498
435,argo,37.6333,22.7333,78.78,62,0,5.53,GR,1691446498
436,borogontsy,62.6683,131.1683,58.15,48,91,4.99,RU,1691446498
437,grand falls-windsor,48.9332,-55.6649,57.51,89,83,3.0,CA,1691446499
438,emerald,-23.5333,148.1667,55.35,67,0,6.35,AU,1691446205
439,margate,51.3813,1.3862,59.7,77,95,3.0,GB,1691446424
440,praia da vitoria,38.7333,-27.0667,73.65,94,40,6.35,PT,1691446499
441,guajara mirim,-10.7828,-65.3394,90.73,33,5,3.0,BR,1691446499
442,ulladulla,-35.35,150.4667,50.05,78,0,3.49,AU,1691446499
443,tual,-5.6667,132.75,78.03,75,66,22.88,ID,1691446436
444,puerto penasco,31.3167,-113.5333,89.91,66,0,15.99,MX,1691446499
445,piti village,13.4626,144.6933,84.31,83,40,0.0,GU,1691446499
446,mahina,-17.5065,-149.489,83.97,65,20,8.05,PF,1691446499
447,esfarayen,37.0765,57.5101,71.26,27,91,5.84,IR,1691446499
448,itaituba,-4.2761,-55.9836,91.17,32,48,0.74,BR,1691446499
449,ganye,8.4333,12.0667,70.45,94,90,3.87,NG,1691446499
450,happy valley-goose bay,53.3168,-60.3315,62.91,67,75,5.75,CA,1691446499
451,zhengjiatun,43.5064,123.5064,64.53,93,33,5.21,CN,1691446499
452,benghazi,32.1167,20.0667,80.01,62,0,14.7,LY,1691446499
453,usogorsk,63.4106,48.6872,52.84,95,3,4.65,RU,1691446500
454,simanggang,1.2472,111.4528,76.98,94,97,2.3,MY,1691446500
455,zarinsk,53.7074,84.9493,55.42,67,0,1.7,RU,1691446500
456,santiago de cao,-7.9589,-79.2392,73.53,78,72,8.05,PE,1691446500
457,ouro sogui,15.6,-13.3167,93.06,36,14,12.91,SN,1691446500
458,bandundu,-3.3167,17.3667,79.23,61,80,5.35,CD,1691446500
459,colombo,6.9319,79.8478,82.35,88,100,10.76,LK,1691446500
460,nacala,-14.5428,40.6728,69.8,87,2,7.85,MZ,1691446500
461,boguchany,58.3814,97.4531,56.71,89,100,3.18,RU,1691446500
462,mmabatho,-25.85,25.6333,48.16,34,0,5.75,ZA,1691446500
463,shimoda,34.6667,138.95,79.11,81,75,10.58,JP,1691446500
464,luau,-10.7073,22.2247,67.62,35,1,4.83,AO,1691446500
465,ayorou,14.7308,0.9174,86.29,57,18,15.86,NE,1691446500
466,srivardhan,18.0333,73.0167,80.29,81,100,9.08,IN,1691446500
467,geneina,13.45,22.45,75.13,75,100,4.09,SD,1691446501
468,popondetta,-8.7537,148.2534,75.15,61,64,1.21,PG,1691446501
469,shatsk,54.0258,41.7119,65.39,70,0,8.55,RU,1691446501
470,achacachi,-16.05,-68.6833,49.5,64,5,15.37,BO,1691446501
471,suksun,57.1431,57.3949,60.87,84,63,9.42,RU,1691446501
472,caucasia,7.9865,-75.1935,85.77,82,100,6.38,CO,1691446501
473,ban houayxay,20.2453,100.4547,72.34,100,100,3.24,LA,1691446502
474,chernyshevskiy,63.0128,112.4714,58.42,72,100,7.67,RU,1691446502
475,newman,37.3138,-121.0208,105.06,9,0,10.92,US,1691446503
476,al fuwayliq,26.4432,43.2534,85.37,12,0,11.32,SA,1691446503
477,yorkton,51.2167,-102.4677,76.84,44,75,11.5,CA,1691446503
478,camana,-16.6228,-72.7111,64.94,79,55,6.38,PE,1691446216
479,ivdel',60.6911,60.4206,60.82,97,100,8.39,RU,1691446504
480,souillac,-20.5167,57.5167,71.98,60,40,9.22,MU,1691446504
481,lucapa,-8.4192,20.7447,71.74,29,25,3.53,AO,1691446504
482,geraldton,-28.7667,114.6,63.01,88,92,11.5,AU,1691446315
483,mwene-ditu,-7.0,23.45,77.79,29,19,4.25,CD,1691446504
484,port loko,8.7667,-12.7833,73.87,98,100,2.82,SL,1691446504
485,nguigmi,14.2495,13.1092,82.27,67,75,7.38,NE,1691446504
486,feldkirchen-westerham,47.9075,11.8427,52.41,81,61,5.77,DE,1691446505
487,guiping,23.3925,110.0814,79.07,90,99,2.19,CN,1691446505
488,ancud,-41.8697,-73.8203,47.64,81,100,5.44,CL,1691446505
489,biltine,14.5333,20.9167,79.21,73,100,2.04,TD,1691446505
490,warangal,18.0,79.5833,76.86,79,99,6.06,IN,1691446505
491,nova vicosa,-17.8919,-39.3719,74.21,77,88,9.82,BR,1691446505
492,boguchar,49.9358,40.545,76.96,46,13,3.96,RU,1691446506
493,tibu,8.639,-72.7358,94.12,50,100,2.55,CO,1691446506
494,kuala kangsar,4.7667,100.9333,78.51,98,83,2.26,MY,1691446506
495,nikolayevsk-on-amure,53.1406,140.73,73.69,47,46,3.67,RU,1691446506
496,hanzhong,33.0728,107.0303,72.93,95,33,1.45,CN,1691446506
497,kintinku,-5.8833,35.2333,68.29,53,27,2.75,TZ,1691446506
498,massawa,15.6097,39.45,94.78,50,28,4.81,ER,1691446506
499,nuku'alofa,-21.1333,-175.2,73.74,88,75,17.27,TO,1691446464
500,tomatlan,19.9333,-105.25,96.91,45,21,7.07,MX,1691446506
501,el ksour,35.8961,8.8849,65.35,69,0,2.84,TN,1691446506
502,yuzhno-kurilsk,44.0306,145.8556,59.18,98,100,9.44,RU,1691446507
503,dunedin,-45.8742,170.5036,42.8,72,100,15.01,NZ,1691446507
504,detroit lakes,46.8172,-95.8453,77.86,44,0,8.05,US,1691446356
505,moyale,3.5167,39.0584,71.58,47,94,13.78,KE,1691446507
506,porto franco,-6.3383,-47.3992,86.54,32,78,4.21,BR,1691446507
507,owen sound,44.5672,-80.9435,72.16,97,100,7.0,CA,1691446507
508,rabo de peixe,37.8,-25.5833,71.11,78,20,4.61,PT,1691446507
509,mar del plata,-38.0023,-57.5575,47.08,68,40,5.75,AR,1691446503
510,gaalkacyo,6.7697,47.4308,78.51,58,46,24.52,SO,1691446507
511,uliastay,47.7417,96.8444,59.22,37,36,6.89,MN,1691446508
512,celso ramos,-27.6344,-51.3364,59.92,98,100,2.46,BR,1691446508
513,mata-utu,-13.2816,-176.1745,81.63,75,12,7.47,WF,1691446508
514,kalianget,-7.05,113.9333,78.22,74,84,15.73,ID,1691446508
515,cannonvale,-20.2833,148.7,67.39,78,26,13.18,AU,1691446508
516,pudasjarvi,65.3833,26.9167,66.27,83,1,12.06,FI,1691446509
517,iquique,-20.2208,-70.1431,63.99,79,54,3.44,CL,1691446229
518,leava,-14.3,-178.1667,81.18,76,10,5.64,WF,1691446509
519,xinyuan,37.3,99.0,41.58,81,58,2.91,CN,1691446509
520,jiuquan,39.7432,98.5174,77.04,26,95,6.46,CN,1691446510
521,sidney,-33.8679,151.2073,55.31,89,75,5.75,AU,1691446486
522,clearwater,27.9659,-82.8001,94.96,67,0,10.36,US,1691446188
523,al bawiti,28.3492,28.8659,84.63,54,0,13.49,EG,1691446510
524,khanty-mansiysk,61.0042,69.0019,62.71,72,1,0.0,RU,1691446510
525,alesund,62.4723,6.1549,55.9,92,100,23.02,NO,1691446510
526,zhangye,38.9342,100.4517,77.74,27,84,9.62,CN,1691446510
527,mocorito,25.4833,-107.9167,100.2,33,8,10.63,MX,1691446510
528,lospalos,-8.5186,127.0025,65.73,84,34,5.64,TL,1691446510
529,el haouaria,37.05,11.0144,73.42,61,0,22.88,TN,1691446510
530,sorong,-0.8833,131.25,75.56,89,92,13.31,ID,1691446510
531,dompu,-8.5356,118.4622,67.05,90,9,2.46,ID,1691446511
532,boca suno,-0.7167,-77.1333,83.79,67,100,2.06,EC,1691446511
533,djebeniana,35.035,10.9081,82.2,51,0,11.3,TN,1691446511
534,haiku-pauwela,20.9219,-156.3051,86.16,56,20,31.07,US,1691446424
535,port-vila,-17.7338,168.3219,71.2,88,100,11.5,VU,1691446512
536,kampot,10.6167,104.1833,80.65,85,49,7.74,KH,1691446512
537,lorengau,-2.0226,147.2712,82.38,72,98,14.36,PG,1691446512
538,leirvik,59.7798,5.5005,56.62,89,100,31.81,NO,1691446512
539,norderney,53.7,7.15,60.03,71,37,28.14,DE,1691446512
540,bafq,31.6128,55.4107,86.7,23,1,10.04,IR,1691446512
541,sault ste. marie,46.5168,-84.3333,79.36,44,75,18.41,CA,1691445708
542,zouerate,22.7187,-12.4521,88.36,21,3,9.82,MR,1691446512
543,sandpoint,48.2766,-116.5533,85.44,50,0,1.99,US,1691446441
544,boajibu,8.1833,-11.3333,72.45,99,100,1.57,SL,1691446512
545,viqueque,-8.8673,126.3658,70.34,83,14,3.0,TL,1691446513
546,kapa'a,22.0752,-159.319,84.18,89,100,11.5,US,1691446513
547,shalya,57.2471,58.7298,55.78,98,25,4.5,RU,1691446513
548,ixtapa,20.7,-105.2,92.43,59,75,10.0,MX,1691446513
549,tibanbang,6.6315,126.1055,81.03,81,100,6.15,PH,1691446513
550,horta,38.5333,-28.6333,73.02,84,3,8.99,PT,1691446513
551,waddan,29.1614,16.139,79.72,41,4,13.24,LY,1691446513
552,santo antonio do ica,-3.1022,-67.9397,79.41,86,93,2.39,BR,1691446514
553,estevan,49.1334,-102.9842,82.6,26,40,6.91,CA,1691446331
554,malmesbury,-33.4608,18.7271,54.75,91,0,1.9,ZA,1691446514
555,lisala,2.15,21.5167,69.73,96,99,1.52,CD,1691446514
556,ola,59.5833,151.2833,55.15,49,48,12.33,RU,1691446514
557,grootfontein,-19.5667,18.1167,56.79,33,0,5.82,NA,1691446514
558,semnan,35.5729,53.3971,80.19,37,84,3.2,IR,1691446514
559,golfito,8.639,-83.166,75.96,98,100,2.57,CR,1691446514
560,pathein,16.7833,94.7333,78.76,87,100,8.68,MM,1691446514
561,luanda,-8.8368,13.2343,69.8,88,0,6.91,AO,1691446426
562,jamaame,0.0697,42.745,74.66,83,17,12.17,SO,1691446515
563,colonia,50.9333,6.95,58.95,78,0,5.75,DE,1691446480
564,vermilion-on-the-lake,41.4284,-82.3238,70.95,86,100,9.22,US,1691446515
565,manly,-33.798,151.2883,55.96,79,75,5.75,AU,1691446312
566,wotho,10.1657,166.0102,82.35,79,100,13.58,MH,1691446515
567,muisne,0.6,-80.0333,78.71,80,100,9.93,EC,1691446515
568,egilsstadir,65.2653,-14.3948,46.31,71,0,8.05,IS,1691446473
569,fendou,46.65,124.8667,64.2,93,100,3.8,CN,1691446515
570,moussoro,13.6408,16.4901,84.63,55,99,6.42,TD,1691446515
571,bousso,10.4795,16.7117,75.49,84,100,4.16,TD,1691446515
572,gorom-gorom,14.4439,-0.2361,85.98,57,20,13.58,BF,1691446515
573,gandajika,-6.75,23.95,80.62,29,43,4.52,CD,1691446515
574,broken hill,-31.95,141.4333,44.42,73,12,6.33,AU,1691446516
575,vozhega,60.4725,40.2213,62.31,88,0,5.3,RU,1691446516
576,pittsburg,38.028,-121.8847,104.29,27,0,11.5,US,1691446516
577,general conesa,-40.1,-64.4333,48.2,35,67,10.02,AR,1691446516
578,banda,25.4833,80.3333,80.44,79,100,13.94,IN,1691446516
579,gardnerville ranchos,38.8882,-119.7413,90.21,20,0,16.11,US,1691446516
580,forst,51.7333,14.6333,58.89,72,70,16.58,DE,1691446516
581,richards bay,-28.783,32.0377,62.22,93,6,4.03,ZA,1691446471
582,impfondo,1.6381,18.0667,70.12,96,100,1.25,CG,1691446516
583,fortuna,40.5982,-124.1573,72.93,81,75,14.97,US,1691446516
584,olinda,-8.0089,-34.8553,78.53,78,40,10.36,BR,1691446517
585,saint-joseph,-21.3667,55.6167,66.58,77,79,15.14,RE,1691446517
586,chos malal,-37.3781,-70.2709,51.21,48,100,1.34,AR,1691446335
587,tapes,-30.6733,-51.3958,56.3,78,57,13.35,BR,1691446517
588,saudarkrokur,65.7461,-19.6394,51.53,74,84,4.52,IS,1691446517
589,kupang,-10.1667,123.5833,73.06,74,4,11.65,ID,1691446517
